movieId,tmdbId,title
8822,65596,"Unidentified Flying Oddball (a.k.a. Spaceman and King Arthur, The) (a.k.a. Spaceman in King Arthur's Court, A) (1979)"
8823,36912,"Sting II, The (1983)"
8824,46081,If a Man Answers (1962)
8825,40087,Cheerleader Camp (1987)
8826,46831,Human Resources (Ressources humaines) (1999)
8827,20120,"Bill Cosby, Himself (1983)"
8828,22543,Dead Ringer (1964)
8829,44415,Benji: Off the Leash! (2004)
8830,11237,Anacondas: The Hunt for the Blood Orchid (2004)
8831,8080,Suspect Zero (2004)
8832,14797,Warriors of Heaven and Earth (Tian di ying xiong) (2003)
8833,11632,Vanity Fair (2004)
8834,18475,"Cookout, The (2004)"
8835,15644,Paparazzi (2004)
8836,11208,Wicker Park (2004)
8837,24079,Triggermen (2002)
8838,16153,Alice Doesn't Live Here Anymore (1974)
8839,13559,"Mangler, The (1995)"
8840,42694,Who's That Knocking at My Door? (1967)
8841,32298,Seeing Other People (2004)
8842,66566,Past Midnight (1992)
8843,124029,"Million to Juan, A (1994)"
8844,42164,Camera Buff (Amator) (1979)
8845,124,No End (Bez konca) (1985)
8846,29979,Highwaymen (2003)
8847,41762,Graffiti Bridge (1990)
8848,12548,"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)"
8849,33345,Under the Cherry Moon (1986)
8850,19893,Flipper (1963)
8851,42264,Smile (1975)
8852,11387,Lord Jim (1965)
8853,104659,"Small Circle of Friends, A (1980)"
8854,24924,Night of the Demons (1988)
8855,17994,Witchboard (1986)
8856,75759,Roller Boogie (1979)
8857,60437,Lilith (1964)
8858,49069,"Apple, The (1980)"
8859,31117,SuperBabies: Baby Geniuses 2 (2004)
8860,9759,Cellular (2004)
8861,1577,Resident Evil: Apocalypse (2004)
8862,14198,Criminal (2004)
8863,288952,Evergreen (2004)
8864,16232,Mr. 3000 (2004)
8865,5137,Sky Captain and the World of Tomorrow (2004)
8866,11823,Wimbledon (2004)
8867,2003,Anatomy of Hell (Anatomie de l'enfer) (2004)
8868,18804,Head in the Clouds (2004)
8869,13969,First Daughter (2004)
8870,10145,"Forgotten, The (2004)"
8871,26486,"Last Shot, The (2004)"
8872,13702,"Dirty Shame, A (2004)"
8873,1653,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)"
8874,747,Shaun of the Dead (2004)
8875,84214,"Come Back, Little Sheba (1952)"
8876,84655,"Black Orchid, The (1958)"
8877,23627,Second Chorus (1940)
8878,26230,Class of Nuke 'Em High Part II: Subhumanoid Meltdown (1991)
8879,4176,Murder on the Orient Express (1974)
8880,11177,Mask (1985)
8881,43839,Alexander's Ragtime Band (1938)
8882,26690,"Boston Strangler, The (1968)"
8883,35101,"Last Flight of Noah's Ark, The (1980)"
8884,10905,"Man with One Red Shoe, The (1985)"
8885,18196,"Sentinel, The (1977)"
8886,70345,SSSSSSS (1973)
8887,88174,Whispers in the Dark (1992)
8888,132422,Stealing Time (a.k.a. Rennie's Landing) (2001)
8889,42215,"Legacy, The (1978)"
8890,43105,"Alligator People, The (1959)"
8891,71140,Hear No Evil (1993)
8892,27816,Basket Case 3: The Progeny (1992)
8893,27815,Basket Case 2 (1990)
8894,12707,Orca: The Killer Whale (1977)
8895,43657,AKA (2002)
8896,43117,I Married a Monster from Outer Space (1958)
8897,47446,"Trojan Women, The (1971)"
8898,54979,"Robinson Crusoe (Adventures of Robinson Crusoe, The) (1954)"
8899,42172,Hardcore (1979)
8900,42600,Watermelon Man (1970)
8901,47825,Flashpoint (1984)
8902,62697,Bug (1975)
8903,31655,"Terror, The (1963)"
8904,27498,Jack-O (1995)
8905,1492,1492: Conquest of Paradise (1992)
8906,8689,Cannibal Holocaust (1980)
8907,10555,Shark Tale (2004)
8908,11128,Ladder 49 (2004)
8909,22842,Black Cloud (2004)
8910,1599,I Heart Huckabees (2004)
8911,14024,Raise Your Voice (2004)
8912,11045,Taxi (2004)
8913,15503,Around the Bend (2004)
8914,14337,Primer (2004)
8915,26108,Stage Beauty (2004)
8916,4380,Shall We Dance? (2004)
8917,3989,Team America: World Police (2004)
8918,16358,Eulogy (2004)
8919,25313,P.S. (2004)
8920,2438,"Country Girl, The (1954)"
8921,65550,"Rose Tattoo, The (1955)"
8922,29445,Epidemic (1988)
8923,11121,Tess (1979)
8924,55457,I Wanna Hold Your Hand (1978)
8925,101887,Spinning Boris (2003)
8926,23739,Circle of Iron (1978)
8927,21241,Cannonball (1976)
8928,3053,"Fearless Vampire Killers, The (1967)"
8929,28356,Black Beauty (1971)
8930,12456,"Five Obstructions, The (Fem benspænd, De) (2003)"
8931,55047,Born Rich (2003)
8932,28153,It's Alive (1974)
8933,18499,"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)"
8934,36616,Bebe's Kids (1992)
8935,13644,All I Want for Christmas (1991)
8936,41936,"Life and Nothing But (Vie et rien d'autre, La) (1989)"
8937,13416,Friday Night Lights (2004)
8938,1435,Tarnation (2003)
8939,11099,"Final Cut, The (2004)"
8940,167177,Hair Show (2004)
8941,12483,Riding the Bullet (2004)
8942,184530,Spin (2003)
8943,18701,Being Julia (2004)
8944,2319,"Dust Factory, The (2004)"
8945,110351,Thérèse: The Story of Saint Thérèse of Lisieux (2004)
8946,15566,Surviving Christmas (2004)
8947,1970,"Grudge, The (2004)"
8948,8849,Alfie (2004)
8949,9675,Sideways (2004)
8950,4553,"Machinist, The (Maquinista, El) (2004)"
8951,11109,Vera Drake (2004)
8952,48678,Falling Angels (2003)
8953,202587,Stella Street (2004)
8954,126148,Lightning in a Bottle (2004)
8955,16131,Undertow (2004)
8956,9391,Enduring Love (2004)
8957,176,Saw (2004)
8958,1677,Ray (2004)
8959,10740,Birth (2004)
8960,66641,Voices of Iraq (2004)
8961,9806,"Incredibles, The (2004)"
8962,19614,Fade to Black (2004)
8963,12777,It's All About Love (2003)
8964,47959,Callas Forever (2002)
8965,5255,"Polar Express, The (2004)"
8966,11184,Kinsey (2004)
8967,11249,Seed of Chucky (Child's Play 5) (2004)
8968,10589,After the Sunset (2004)
8969,9801,Bridget Jones: The Edge of Reason (2004)
8970,866,Finding Neverland (2004)
8971,4251,Veer Zaara (2004)
8972,2059,National Treasure (2004)
8973,140,Bad Education (La mala educación) (2004)
8974,11836,"SpongeBob SquarePants Movie, The (2004)"
8975,43743,Fabled (2002)
8976,17818,San Antonio (1945)
8977,1966,Alexander (2004)
8978,13673,Christmas with the Kranks (2004)
8979,174787,Guerrilla: The Taking of Patty Hearst (2004)
8980,26347,Our Music (Notre musique) (2004)
8981,2288,Closer (2004)
8982,15397,I Am David (2003)
8983,9550,House of Flying Daggers (Shi mian mai fu) (2004)
8984,163,Ocean's Twelve (2004)
8985,36648,Blade: Trinity (2004)
8986,15788,"Bellboy, The (1960)"
8987,33377,Bush's Brain (2004)
8988,18973,Cinderfella (1960)
8989,41253,Damn Yankees! (1958)
8990,15787,"Delicate Delinquent, The (1957)"
8991,35188,"Disorderly Orderly, The (1964)"
8992,35189,"Errand Boy, The (1961)"
8993,52122,"Family Jewels, The (1965)"
8994,28333,"Ladies Man, The (1961)"
8995,24062,"Patsy, The (1964)"
8996,43670,Stateside (2004)
8997,58182,"Stooge, The (1953)"
8998,33740,That's Entertainment (1974)
8999,74719,"That's Entertainment, Part II (1976)"
9000,77448,That's Entertainment! III (1994)
9001,43752,"Wackiest Ship in the Army, The (1960)"
9002,42668,Alexander the Great (1956)
9003,25952,Conquest of Space (1955)
9004,16248,D.A.R.Y.L. (1985)
9005,15613,Fire in the Sky (1993)
9006,151848,"Garden of Allah, The (1936)"
9007,30719,I'll Be Seeing You (1944)
9008,28421,"Invisible Man Returns, The (1940)"
9009,47657,"Last Minute, The (2001)"
9010,8424,Love Me If You Dare (Jeux d'enfants) (2003)
9011,32558,Portrait of Jennie (1948)
9012,50085,Ruby Gentry (1952)
9013,50034,Secret Honor (1984)
9014,42401,Since You Went Away (1944)
9015,67962,"Slipping-Down Life, A (1999)"
9016,30996,Splatter University (1984)
9017,44375,Twist (2003)
9018,18889,Control Room (2004)
9019,210864,Celsius 41.11: The Temperature at Which the Brain... Begins to Die (2004)
25735,70368,"Cheat, The (1915)"
25736,3016,Dr. Jekyll and Mr. Hyde (1920)
25737,2972,"Golem, The (Golem, wie er in die Welt kam, Der) (1920)"
25738,71065,"Last of the Mohicans, The (1920)"
25739,42510,"Idle Class, The (1921)"
25741,58129,"Phantom Carriage, The (Körkarlen) (1921)"
25742,29267,Destiny (a.k.a. Between Two Worlds) (Der müde Tod) (1921)
25743,36841,"Sheik, The (1921)"
25744,57283,Haxan: Witchcraft Through the Ages (a.k.a. The Witches) (1922)
25745,171432,"Man from Beyond, The (1922)"
25746,18987,"Hunchback of Notre Dame, The (1923)"
25747,41348,Why Worry? (1923)
25748,27511,HE Who Gets Slapped (1924)
25749,96713,"Marriage Circle, The (1924)"
25750,992,Sherlock Jr. (1924)
25751,3060,"Big Parade, The (1925)"
25752,42359,"Freshman, The (1925)"
25753,1405,Greed (1924)
25755,964,"Phantom of the Opera, The (1925)"
25757,939,"Jazz Singer, The (1927)"
25759,697,October (1928)
25760,104433,Old San Francisco (1927)
25762,27503,"Unknown, The (a.k.a. Alonzo the Armless) (1927)"
25763,905,"Pandora's Box (Büchse der Pandora, Die) (1929)"
25764,31411,"Cameraman, The (1928)"
25765,28189,"Fall of the House of Usher, The (chute de la maison Usher, La) (1928)"
25766,3061,"Crowd, The (1928)"
25767,27517,"Man Who Laughs, The (1928)"
25768,42538,Sadie Thompson (1928)
25769,25768,"Steamboat Bill, Jr. (1928)"
25770,120833,Applause (1929)
25771,626,"Andalusian Dog, An (Chien andalou, Un) (1929)"
25773,27899,Little Caesar (1931)
25774,5729,"Golden Age, The (Âge d'Or, L') (1930)"
25775,42816,"Champ, The (1931)"
25777,13911,Monkey Business (1931)
25778,51394,Night Nurse (1931)
25782,48365,Boudu Saved From Drowning (Boudu sauvé des eaux) (1932)
25783,3574,Doctor X (1932)
25785,91,"Land Without Bread (Hurdes, tierra sin pan, Las) (1933)"
25786,31592,"Old Dark House, The (1932)"
25787,43132,Rasputin and the Empress (1932)
25788,877,Scarface (1932)
25789,875,Shanghai Express (1932)
25792,28268,"I Was Born, But... (a.k.a. Children of Tokyo) (Otona no miru ehon - Umarete wa mita keredo) (1932)"
25793,779,Vampyr (1932)
25794,56724,What Price Hollywood? (1932)
25795,39130,Dinner at Eight (1933)
25796,28046,"Ghoul, The (1933)"
25797,31511,Gold Diggers of 1933 (1933)
25798,3031,Island of Lost Souls (1932)
25800,43130,Lady for a Day (1933)
25801,43595,She Done Him Wrong (1933)
25802,43149,"Son of Kong, The (1933)"
25803,43148,"Vampire Bat, The (1933)"
25804,50073,Wild Boys of the Road (1933)
25805,43904,"Atalante, L' (1934)"
25806,43693,"Barretts of Wimpole Street, The (a.k.a. Forbidden Alliance) (1934)"
25807,24106,"Black Cat, The (1934)"
25808,47921,Imitation of Life (1934)
25809,49640,"Lawless Frontier, The (1934)"
25810,46910,"Lost Patrol, The (1934)"
25811,43689,"Merry Widow, The (1934)"
25812,22614,"Scarlet Pimpernel, The (1934)"
25814,51949,Toni (1935)
25816,43889,Bonnie Scotland (Heroes of the Regiment) (1935)
25818,43896,"Informer, The (1935)"
25819,28910,Mark of the Vampire (1935)
25820,17907,"Raven, The (1935)"
25822,27970,Werewolf of London (1935)
25824,52677,"Crime of Monsieur Lange, The (Le crime de Monsieur Lange) (1936)"
25825,14615,Fury (1936)
25826,31773,Libeled Lady (1936)
25827,24807,Mr. Deeds Goes to Town (1936)
25828,17030,"Petrified Forest, The (1936)"
25829,23389,Revolt of the Zombies (1936)
25830,31548,Show Boat (1936)
25831,54569,These Three (1936)
25832,38721,Wife vs. Secretary (1936)
25833,43874,Camille (1936)
25834,16515,Captains Courageous (1937)
25835,27973,Dead End (1937)
25837,20642,Double Wedding (1937)
25839,37650,Nothing Sacred (1937)
25840,43867,"Prisoner of Zenda, The (1937)"
25841,43864,Stage Door (1937)
25842,23101,Topper (1937)
25843,60562,"Big Broadcast of 1938, The (1938)"
25846,46688,"Dawn Patrol, The (1938)"
25850,16274,Holiday (1938)
25851,99318,"Shopworn Angel, The (1938)"
25852,55207,Gaslight (1940)
25854,31868,Intermezzo (1939)
25855,37698,"Roaring Twenties, The (1939)"
25856,3084,Wuthering Heights (1939)
25858,46069,"Story of the Late Chrysanthemums, The (Zangiku monogatari) (1939)"
25859,43806,Abe Lincoln in Illinois (1940)
25860,55604,Boom Town (1940)
25861,26635,Brother Orchid (1940)
25864,43811,"Edison, the Man (1940)"
25865,17801,"Letter, The (1940)"
25866,26201,"Sea Hawk, The (1940)"
25868,29884,Ball of Fire (1941)
25869,45978,"47 Ronin, The (Genroku Chûshingura) (1941)"
25870,38914,Here Comes Mr. Jordan (1941)
25871,33523,In the Navy (1941)
25872,33112,It Started with Eve (1941)
25874,28789,Never Give a Sucker an Even Break (1941)
25875,43799,That Uncertain Feeling (1941)
25878,18790,Across the Pacific (1942)
25879,37036,All Through the Night (1941)
25881,43522,Gentleman Jim (1942)
25882,36612,"Hard Way, The (1943)"
25884,97648,My Favorite Blonde (1942)
25885,23336,"Prelude to War (Why We Fight, 1) (1943)"
25886,22387,Random Harvest (1942)
25887,27655,Tales of Manhattan (1942)
25888,23051,Action in the North Atlantic (1943)
25890,43306,"Guy Named Joe, A (1943)"
25891,18727,Heaven Can Wait (1943)
25892,33049,"Heavenly Body, The (1944)"
25893,41355,"Memphis Belle: A Story of a Flying Fortress, The (1944)"
25894,47352,Mr. Lucky (1943)
25897,43518,Thousands Cheer (1943)
25898,41391,Day of Wrath (Vredens dag) (1943)
25899,21622,Cover Girl (1944)
25900,28436,"Curse of the Cat People, The (1944)"
25901,22638,"Henry V (Chronicle History of King Henry the Fift with His Battell Fought at Agincourt in France, The) (1944)"
25902,51144,Torment (Hets) (1944)
25903,35006,"Mask of Dimitrios, The (1944)"
25904,21451,Ministry of Fear (1944)
25905,42879,"Miracle of Morgan's Creek, The (1944)"
25906,43307,Mr. Skeffington (1944)
25907,50066,Mrs. Parkington (1944)
25908,18229,Passage to Marseille (1944)
25910,52440,"White Cliffs of Dover, The (1944)"
25911,17136,"Woman in the Window, The (1944)"
25912,43494,"Enchanted Cottage, The (1945)"
25913,30348,Isle of the Dead (1945)
25914,9797,"Ivan the Terrible, Part One (Ivan Groznyy I) (1944)"
25915,45219,"Southerner, The (1945)"
25916,18771,They Were Expendable (1945)
25918,30177,"Tree Grows in Brooklyn, A (1945)"
25919,41020,"Beast with Five Fingers, The (1946)"
25920,16090,"Blue Dahlia, The (1946)"
25921,44041,"Dark Mirror, The (1946)"
25922,25502,Deception (1946)
25923,14320,Great Expectations (1946)
25924,26701,Humoresque (1946)
25926,43469,Shoeshine (Sciuscià) (1946)
25927,20246,"Stranger, The (1946)"
25928,82101,Mourning Becomes Electra (1947)
25929,19169,Nightmare Alley (1947)
25930,43461,Odd Man Out (1947)
25931,31980,Road to Rio (1947)
25932,27448,"Two Mrs. Carrolls, The (1947)"
25934,29244,3 Godfathers (1948)
25935,83838,B.F.'s Daughter (1948)
25936,43452,"Babe Ruth Story, The (1948) "
25937,29380,Easter Parade (1948)
25938,37347,Fort Apache (1948)
25940,3766,"Lady from Shanghai, The (1947)"
25941,946,Letter from an Unknown Woman (1948)
25942,70447,Louisiana Story (1948)
25943,20482,"Naked City, The (1948)"
25944,35032,"Pirate, The (1948)"
25945,44190,They Live by Night (1949)
25946,41609,"Three Musketeers, The (1948)"
25947,33115,Unfaithfully Yours (1948)
25948,20638,Yellow Sky (1948)
25950,29885,"Barkleys of Broadway, The (1949)"
25951,25698,In the Good Old Summertime (1949)
25952,45578,"Letter to Three Wives, A (1949)"
25954,4558,Orpheus (Orphée) (1950)
25956,43439,"Secret Garden, The (1949)"
25957,61828,"Story of Seabiscuit, The (1949)"
25959,25209,Annie Get Your Gun (1950)
25960,15390,"Terrible Kids (Enfants terribles, Les) (Strange Ones, The) (1950)"
25961,17409,"Gunfighter, The (1950)"
25962,43388,King Solomon's Mines (1950)
25963,800,"Young and the Damned, The (Olvidados, Los) (1950)"
25964,32690,Scandal (Shubun) (1950)
25965,43390,Summer Stock (1950)
25966,41464,"Greatest Love, The (Europa '51) (1952)"
25970,43961,Carbine Williams (1952)
25971,43358,Carrie (1952)
25972,24003,Clash by Night (1952)
25974,28431,"Prisoner of Zenda, The (1952)"
25975,43364,"Life of Oharu, The (Saikaku ichidai onna) (1952)"
25976,30801,Son of Paleface (1952)
25977,3023,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde (1953)
25979,43348,Gun Fury (1953)
25980,43349,Gate of Hell (Jigokumon) (1953)
25984,24381,"Titfield Thunderbolt, The (1953)"
25986,11402,"Belles of St. Trinian's, The (1954)"
25987,35861,"Crucified Lovers, The (Chikamatsu monogatari) (1954)"
25989,45213,French Cancan (1954)
25990,20127,It Should Happen to You (1954)
25991,24518,"Long, Long Trailer, The (1953)"
25993,13457,Magnificent Obsession (1954)
25994,23620,Salt of the Earth (1954)
25995,31372,Samurai I: Musashi Miyamoto (Miyamoto Musashi) (1954)
25996,3111,"Star Is Born, A (1954)"
25998,41503,Three Coins in the Fountain (1954)
25999,28696,"Wild One, The (1953)"
26000,94123,"Cobweb, The (1955)"
26001,17640,It's Always Fair Weather (1955)
26002,44026,Confidential Report (1955)
26003,803,Night and Fog (Nuit et brouillard) (1955)
26005,31374,Samurai II: Duel at Ichijoji Temple (Zoku Miyamoto Musashi: Ichijôji no kettô) (1955)
26006,25893,"Seven Little Foys, The (1955)"
26007,36439,"Unknown Soldier, The (Tuntematon sotilas) (1955)"
26008,46007,Anything Goes (1956)
26009,33319,"Burmese Harp, The (Biruma no tategoto) (1956)"
26010,28100,Carousel (1956)
26012,31378,Samurai III: Duel on Ganryu Island (a.k.a. Bushido) (Miyamoto Musashi kanketsuhen: kettô Ganryûjima) (1956)
26013,19742,Rodan (Sora no daikaijû Radon) (1956)
26016,44134,All at Sea (1957)
26018,22334,Chase a Crooked Shadow (1958)
26019,29347,Fiend Without a Face (1958)
26021,15697,Jailhouse Rock (1957)
26022,43234,Man of a Thousand Faces (1957)
26025,18776,"Spirit of St. Louis, The (1957)"
26026,29071,"Undead, The (1957)"
26027,54541,Zero Hour! (1957)
26028,44559,Carve Her Name with Pride (1958)
26030,30637,Corridors of Blood (1958)
26033,76754,Giants and Toys (Kyojin to gangu) (1958)
26034,56156,"Last Hurrah, The (1958)"
26035,43119,Machine Gun Kelly (1958)
26038,43137,Teacher's Pet (1958)
26042,69977,Torpedo Run (1958)
26043,42661,"Vikings, The (1958)"
26044,43051,Al Capone (1959)
26046,43101,Picnic on the Grass (Le déjeuner sur l'herbe) (1959)
26047,58997,Invisible Invaders (1959)
26048,34528,"Human Condition II, The (Ningen no joken II) (1959)"
26049,31427,Fires on the Plain (Nobi) (1959)
26050,58902,North West Frontier (1959)
26051,27029,"Nun's Story, The (1959)"
26052,690,Pickpocket (1959)
26055,46918,Floating Weeds (Ukigusa) (1959)
26056,43111,"Young Philadelphians, The (1959)"
26058,52745,"Leech Woman, The (1960)"
26059,36872,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) (1960)
26062,43047,"Sundowners, The (1960)"
26063,72354,Sunrise at Campobello (1960)
26064,31589,"Bad Sleep Well, The (Warui yatsu hodo yoku nemuru) (1960)"
26066,52841,Bachelor in Paradise (1961)
26067,18449,"Deadly Companions, The (1961)"
26068,50474,"4 Horsemen of the Apocalypse, The (1962)"
26070,79827,"Intruder, The (1962)"
26072,750,Murder She Said (1961)
26073,34530,"Human Condition III, The (Ningen no joken III) (1961)"
26074,33710,Paris Blues (1961)
26076,64568,Scream of Fear (a.k.a. Taste of Fear) (1961)
26078,17185,Advise and Consent (1962)
26079,109667,David and Lisa (1962)
26080,31287,Eegah (1962)
26082,14537,Harakiri (Seppuku) (1962)
26083,16103,"Loneliness of the Long Distance Runner, The (1962)"
26084,13671,"Music Man, The (1962)"
26085,11085,Mutiny on the Bounty (1962)
26086,53218,"Occurrence at Owl Creek Bridge, An (La rivière du hibou) (1962)"
26088,65048,"Four Days of Naples, The (Le quattro giornate di Napoli) (1962)"
26090,24188,"Easy Life, The (Il Sorpasso) (1962)"
26093,28367,"Wonderful World of the Brothers Grimm, The (1962)"
26094,21135,"Eclisse, L' (Eclipse) (1962)"
26095,52705,"Carabineers, The (Carabiniers, Les) (1963)"
26096,3010,"Cardinal, The (1963)"
26098,31383,"Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?, The (1964)"
26099,39222,"Kiss of the Vampire, The (1963)"
26100,39495,Love with the Proper Stranger (1963)
26101,15263,McLintock! (1963)
26104,751,Murder at the Gallop (1963)
26106,42798,"New Kind of Love, A (1963)"
26107,4025,"Prize, The (1963)"
26108,61892,Sunday in New York (1963)
26109,25253,Crooks in Clover (a.k.a. Monsieur Gangster) (Les tontons flingueurs) (1963)
26110,37684,36 Hours (1965)
26111,15421,Becket (1964)
26112,166607,Behold a Pale Horse (1964)
26113,37315,"Best Man, The (1964)"
26116,10299,"Hush... Hush, Sweet Charlotte (1964)"
26117,24229,"Killers, The (1964)"
26119,26031,"Naked Kiss, The (1964)"
26122,3763,Onibaba (1964)
26123,17696,Robin and the 7 Hoods (1964)
26124,7348,Robinson Crusoe on Mars (1964)
26125,28504,"Spider Baby or, The Maddest Story Ever Told (Spider Baby) (1968)"
26127,151138,"Visit, The (1964)"
26128,23574,What a Way to Go! (1964)
26130,17091,Docking the Boat (Att angöra en brygga) (1965)
26131,17295,"Battle of Algiers, The (La battaglia di Algeri) (1966)"
26133,13187,"Charlie Brown Christmas, A (1965)"
26134,17102,Dracula: Prince of Darkness (1966)
26136,23194,"Hallelujah Trail, The (1965)"
26137,16850,"Heroes of Telemark, The (1965) "
26138,24395,"Hill, The (1965)"
26139,37921,In Harm's Way (1965)
26140,59802,Incubus (1966)
26141,16303,"Loved One, The (1965)"
26142,29715,Major Dundee (1965)
26144,36583,Operation Crossbow (1965)
26146,60555,Ride in the Whirlwind (1965)
26147,42731,"Thousand Clowns, A (1965)"
26148,3482,"Train, The (1964)"
26150,895,Andrei Rublev (Andrey Rublyov) (1969)
26151,20108,Au Hasard Balthazar (1966)
26152,2661,Batman (1966)
26153,20379,Grand Prix (1966)
26155,29710,Khartoum (1966)
26156,104237,Dragon Gate Inn (Dragon Inn) (Long men kezhan) (1967)
26157,22293,Manos: The Hands of Fate (1966)
26158,789,Closely Watched Trains (Ostre sledované vlaky) (1966)
26159,45706,Tokyo Drifter (Tôkyô nagaremono) (1966)
26160,11047,Asterix and the Gauls (Astérix le Gaulois) (1967)
26162,2097,Gappa: The Triphibian Monsters (AKA Monster from a Prehistoric Planet) (Daikyojû Gappa) (1967)
26163,135,Don't Look Back (1967)
26164,33257,Fando and Lis (Fando y Lis) (1968)
26167,66043,The Incident (1967)
26169,17905,Branded to Kill (Koroshi no rakuin) (1967)
26170,4191,"Bride Wore Black, The (La mariée était en noir) (1968)"
26171,10227,Play Time (a.k.a. Playtime) (1967)
26172,26039,Point Blank (1967)
26174,42701,The Shooting (1966)
26175,42702,"St. Valentine's Day Massacre, The (1967)"
26176,41212,Titicut Follies (1967)
26177,26204,Tony Rome (1967)
26178,5767,Two for the Road (1967)
26180,42713,Up the Down Staircase (1967)
26181,27277,"War Wagon, The (1967)"
26183,9929,Asterix and Cleopatra (Astérix et Cléopâtre) (1968)
26184,20873,"Diamond Arm, The (Brilliantovaya ruka) (1968)"
26185,29778,Dracula Has Risen from the Grave (1968)
26187,18193,Head (1968)
26188,22176,"Heart Is a Lonely Hunter, The (1968)"
26189,42623,"I Love You, Alice B. Toklas! (1968)"
26191,42634,Petulia (1968)
26194,118872,"Subject Was Roses, The (1968)"
26195,50789,Sympathy for the Devil (1968)
26197,29266,War and Peace (Voyna i mir) (1967)
26198,27983,"Yours, Mine and Ours (1968)"
26199,5638,Alice's Restaurant (1969)
26203,14801,Colossus: The Forbin Project (1970)
26204,49397,Death Rides a Horse (Da uomo a uomo) (1967)
26205,42607,"Goodbye, Mr. Chips (1969)"
26206,40430,Journey to the Far Side of the Sun (a.k.a. Doppelgänger) (1969)
26207,38096,Last Summer (1969)
26208,48831,My Night At Maud's (Ma Nuit Chez Maud) (1969)
26209,24152,"Magic Christian, The (1969)"
26210,1846,Marlowe (1969)
26211,21323,More (1969)
26213,5928,"Reivers, The (1969)"
26214,29748,Taste the Blood of Dracula (1970)
26215,105627,"Joke, The (Zert) (1969)"
26216,85255,...tick... tick... tick... (1970)
26219,26525,Brewster McCloud (1970)
26220,31672,"Violent City (Family, The) (Città violenta) (1970)"
26221,48408,Dirty Dingus Magee (1970)
26222,33205,Dodes'ka-den (Clickety-Clack) (1970)
26223,70327,Gamera vs. Jiger (1970)
26225,2860,"Claire's Knee (Genou de Claire, Le) (1970)"
26226,42589,"Hi, Mom! (1970)"
26227,71943,House of Dark Shadows (1970)
26228,31304,"Swedish Love Story, A (Kärlekshistoria, En) (1970)"
26229,64828,"Landlord, The (1970)"
26230,38222,On a Clear Day You Can See Forever (1970)
26231,26606,Performance (1970)
26232,36404,Rejs (1970)
26235,42528,Long Live Death (Viva la muerte) (1971)
26236,20848,"White Sun of the Desert, The (Beloe solntse pustyni) (1970)"
26237,2998,Zabriskie Point (1970)
26240,31906,"Beguiled, The (1971)"
26241,31767,"Devils, The (1971)"
26242,839,Duel (1971)
26243,25109,Evil Roy Slade (1972)
26245,36194,"Go-Between, The (1970)"
26246,16328,Johnny Got His Gun (1971)
26247,42500,Lawman (1971)
26248,16154,Let's Scare Jessica to Death (1971)
26249,9394,They Call Me Trinity (1971)
26251,74689,Mon Oncle Antoine (1971)
26252,36850,"New Leaf, A (1971)"
26253,38646,Nicholas and Alexandra (1971)
26254,84285,Von Richthofen and Brown (1971)
26255,34479,Scars of Dracula (1970)
26256,18287,Support Your Local Gunfighter (1971)
26257,5822,Sweet Sweetback's Baadasssss Song (1971)
26258,13041,"Topo, El (1970)"
26259,40732,"Emigrants, The (Utvandrarna) (1971)"
26263,122677,Fiend with the Electronic Brain (Blood of Ghastly Horror) (1972)
26265,18250,Dr. Phibes Rises Again (1972)
26266,33020,Dracula A.D. 1972 (1972)
26267,89417,Get to Know Your Rabbit (1972)
26268,12089,"Tall Blond Man with One Black Shoe, The (Le grand blond avec une chaussure noire) (1972)"
26269,41471,Lone Wolf and Cub: Sword of Vengeance (Kozure Ôkami: Kowokashi udekashi tsukamatsuru) (1972)
26270,17810,Lone Wolf and Cub: Baby Cart at the River Styx (Kozure Ôkami: Sanzu no kawa no ubaguruma) (1972)
26271,23148,Lady Sings the Blues (1972)
26274,80911,Payday (1973)
26277,87417,Slither (1973)
26280,11378,Traffic (Trafic) (1971)
26282,760,"Mad Adventures of Rabbi Jacob, the (Les Aventures de Rabbi Jacob) (1973)"
26283,27331,Charley Varrick (1973)
26285,1410,Dark Star (1974)
26287,38729,"Delicate Balance, A (1973)"
26288,86889,Dracula (1973)
26289,31943,Emperor of the North (Emperor of the North Pole) (1973)
26290,29142,Executive Action (1973)
26291,56764,"Glass Menagerie, The (1973)"
26294,9474,My Name Is Nobody (Il Mio nome è Nessuno) (1973)
26295,27084,Invasion of the Bee Girls (1973)
26297,31596,Lemora: A Child's Tale of the Supernatural (1973)
26299,59189,Phase IV (1974)
26301,38714,Save the Tiger (1973)
26302,31587,Scarecrow (1973)
26303,22307,Sisters (1973)
26304,62330,"Spook Who Sat by the Door, The (1973)"
26306,28498,Theatre of Blood (1973)
26307,21964,King Boxer: Five Fingers of Death (Tian xia di yi quan) (1972)
26308,21035,Turkish Delight (Turks fruit) (1973)
26309,25473,Walking Tall (1973)
26312,118121,Butley (1974)
26313,32044,California Split (1974)
